ID,Starting URL,Category,Difficulty,Task
151,https://www.bestbuy.com,CREATE,easy,"On the ""Sony 75-inch 4K TV"" product page, post a new question in the Q&A section asking, ""Does this TV support VESA wall mounting?""
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
159,https://www.bestbuy.com,READ,easy,"Locate the guide titled ""How to Choose the Best 4K TV: The Essential Guide"" and summarize the top 3 tips provided.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
162,https://www.bestbuy.com,UPDATE,hard,"Log into your account, add an item to your cart, then switch the delivery option from standard shipping to in-store pickup and confirm that the order details update accordingly.
Only use http://bestbuy.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
172,https://www.booking.com,READ,hard,"Search for 8 review score or above hotels in Manhattan, New York for next weekend with free cancellation, free Wi-Fi, and breakfast included. Compare at least four options and pick the one closest to the Empire State Building.
Only use http://booking.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
180,https://www.buzzfeed.com,CREATE,easy,"Using the Community submission portal, draft a BuzzFeed listicle titled “Top 10 Internet Memes of 2023” that includes five list items, each with a short description.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
183,https://www.buzzfeed.com,DELETE,hard,"Log in, post a comment on one of the front page news articles on BuzzFeed, then locate this previously posted comment and delete the comment, ensuring it is removed from the article page.
Only use http://buzzfeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
198,https://www.canada.ca,READ,easy,"Navigate to the COVID-19 information section on Canada.ca and note three public health guidelines currently recommended.
Only use http://canada.ca to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
206,https://www.caranddriver.com,DELETE,hard,"Log in to your Car and Drive account, save and article to your bookmarks, then delete the previously bookmarked article from your ""My Bookmarks"" list, and confirm that the article is no longer stored.
Only use http://caranddriver.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
209,https://www.caranddriver.com,READ,easy,"Navigate to Car and Driver’s homepage and list the titles of the top three featured car reviews.
Only use http://caranddriver.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
213,https://www.cars.com,READ,easy,"In the ""New Cars"" section, check the pricing for 2024 BMW 3 Series 330e and list at least two pricing components (e.g., MSRP, incentives) that are displayed.
Only use http://cars.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
220,https://www.cbr.com,READ,easy,"Navigate to the CBR homepage and list the titles of the top five most recent articles in the news section.
Only use http://cbr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
221,https://www.cbr.com,READ,easy,"Navigate to an article featuring an embedded movie trailer and extract its title, description, and the link to the full trailer (if available).
Only use http://cbr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
222,https://www.cbr.com,READ,easy,"Use the site’s search function to look up ""Star Wars"" and list the first five article titles with a brief note on each article’s focus.
Only use http://cbr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
228,https://www.cbssports.com,READ,easy,"Check the live stream schedule and list the next two sports events along with their start times and the channels on which they will be broadcast.
Only use http://cbssports.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
231,https://www.cdc.gov,READ,easy,"Find the latest measles advisory issued by the CDC, then note the publication date along with a brief summary of the advisory.
Only use http://cdc.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
236,https://my.clevelandclinic.org,READ,easy,"Navigate to the Health Education section and list the top 5 articles on heart disease available on the Cleveland Clinic website.
Only use http://clevelandclinic.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
247,https://www.cnet.com,READ,easy,"Search for a CNET column on artificial intelligence and list any recommended products that the article highlights.
Only use http://cnet.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
249,https://www.cnet.com,READ,easy,"Browse any Deals or Offers section available and list the details of at least one affiliate deal mentioned.
Only use http://cnet.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
256,https://collider.com,DELETE,hard,"Log into your Collider newsletter subscription settings, ensure that communications have been subscribed to, and unsubscribe from all communications, then verify that a confirmation message is displayed.
Only use http://collider.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
261,https://collider.com,READ,easy,"Search for Collider’s coverage on a war film and provide a summary of the review highlights.
Only use http://collider.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
264,https://www.collinsdictionary.com,READ,easy,"Look up the word ""onomatopoeia"" and extract the main definition and one usage example from the Collins Corpus.
Only use http://collinsdictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
266,https://www.columbia.edu,READ,hard,"Use the search functionality to locate pages detailing tuition and fees, then extract the published tuition fee information for undergraduate programs.
Only use http://columbia.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
267,https://www.columbia.edu,READ,easy,"Identify and list the dates for the upcoming Columbia University campus events from the events calendar.
Only use http://columbia.edu to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
269,https://www.commonsensemedia.org,READ,easy,"Use the search feature to find the expert review of the animated film “Frozen” and extract its recommended age range and one key critique.
Only use http://commonsensemedia.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
292,https://newyork.craigslist.org,CREATE,easy,"Log in to Craigslist, search for a baby stroller in your area in the ""for sale"" section, and save it to your favorites.
Only use http://craigslist.org to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
323,https://www.crunchyroll.com,CREATE,hard,"Access your account and set up a watchlist called ""Classic Anime"" by adding at least four classic anime series from the catalog.
Only use http://crunchyroll.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
328,https://www.crunchyroll.com,DELETE,easy,"Sign in to your profile, create a new watchlist titled ""Action-packed Series,"" then remove the watchlist titled ""Action-packed Series,"" confirming its deletion from your account.
Only use http://crunchyroll.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
331,https://www.crunchyroll.com,READ,easy,"Visit the news or blog section and summarize the details of an upcoming Crunchyroll event.
Only use http://crunchyroll.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
332,https://www.crunchyroll.com,READ,easy,"Navigate to the details page of the anime ""One Piece"" and extract the available language and subtitle options.
Only use http://crunchyroll.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
334,https://www.crunchyroll.com,UPDATE,easy,"Log in to your account, create a ""Weekend Binge"" watchlist and add ""Attack on Titan."" Then open the ""Weekend Binge"" watchlist, and update it by adding the anime ""Hunter x Hunter"" to the list.
Only use http://crunchyroll.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
364,https://www.dickssportinggoods.com,CREATE,easy,"Register a new user account on Dick’s Sporting Goods by filling out the required personal information and confirm the registration via the on-screen confirmation message.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
368,https://www.dickssportinggoods.com,CREATE,easy,"Log in, write a detailed product review for a Wilson baseball glove including a star rating, a title, and your experience with the product, then submit the review.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
375,https://www.dickssportinggoods.com,UPDATE,easy,"Add a pair of Nike running shoes to your cart, then go to your cart and modify the quantity of the Nike running shoes from 1 to 2.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
376,https://www.dickssportinggoods.com,UPDATE,easy,"Log in to your profile and update your address by adding your new apartment details.
Only use http://dickssportinggoods.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
377,https://www.dictionary.com,READ,easy,"Look up the word ""pronunciation,"" play its audio sample, and note the phonetic transcription displayed.
Only use http://dictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
378,https://www.dictionary.com,READ,easy,"Look up the word ""quintessential"" and record both its pronunciation guide and the available audio sample.
Only use http://dictionary.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
391,https://www.dw.com,READ,easy,"Visit the DW homepage and list the headline and publication time of the top news article featured in the main section.
Only use http://dw.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
397,https://www.eater.com,READ,easy,"Locate a feature article on international dining scenes and list two featured cities mentioned in the piece.
Only use http://eater.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
403,https://www.ebay.com,READ,hard,"Find three different sellers offering the same ""Blue Tooth Speaker"" item. Compare the total cost (including shipping and taxes), seller ratings, return policies, and estimated delivery times. Create a table to compare the various speakers and recommend the best purchase option if I'm purchasing from New York City, NY.
Only use http://ebay.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
412,https://economictimes.indiatimes.com,READ,easy,"Navigate to the Markets section and record the current BSE and NSE index values as displayed on the dashboard.
Only use http://economictimes.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
417,https://www.elle.com,READ,easy,"Use the site’s search function to find articles about “Sustainable Fashion” and record the publication dates of the top 3 results.
Only use http://elle.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
418,https://www.elle.com,READ,easy,"Identify the digital magazine section and record the publication date of the most recent issue available.
Only use http://elle.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
420,https://en.wikipedia.org/wiki/Main_Page,READ,easy,"What does the 'Climate Change' article say is driving the current rise in global temperatures?
Only use http://en.wikipedia.org/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
421,https://en.wikipedia.org/wiki/Main_Page,READ,easy,"Select the 'Page information' option under the 'Tools' dropdown to see how many page views the 'COVID-19' article has in the past 30 days.
Only use http://en.wikipedia.org/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
424,https://www.encyclopedia.com,READ,easy,"Use the search bar to find and list the title along with the publisher of the encyclopedia entry on ""Climate Change.""
Only use http://encyclopedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
425,https://www.encyclopedia.com,READ,easy,"Search for ""Artificial Intelligence"" and list any related news or magazine articles or media referenced on the entry.
Only use http://encyclopedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
430,https://www.eonline.com,READ,easy,"Search for articles mentioning ""Beyoncé"" and provide the headlines and publication dates for the first three results.
Only use http://eonline.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
432,https://www.epa.gov,READ,easy,"Find the latest update on air quality data for Los Angeles on the EPA’s Air Quality System page and record the reported index value.
Only use http://epa.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
433,https://www.epa.gov,READ,easy,"Locate the SmartWay program page and list two benefits that it offers for businesses.
Only use http://epa.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
445,https://www.esquire.com,DELETE,hard,"Create a comment on a recent article as described in a previous task, then delete that same comment and verify that it is no longer visible.
Only use http://esquire.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
446,https://www.esquire.com,READ,hard,"Navigate through the archive by decade and note the publication year of one highlighted article from each decade (e.g., 1980s, 1990s, 2000s, etc.).
Only use http://esquire.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
449,https://www.esquire.com,READ,easy,"Navigate to the Esquire homepage and list the headlines of the top 3 featured articles.
Only use http://esquire.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
460,https://www.eventbrite.com,READ,easy,"Access the Eventbrite Help Center to locate guidelines on organizing virtual events; then list the key steps and recommendations provided.
Only use http://eventbrite.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
481,https://www.expedia.com/,READ,easy,"Search for flights from New York’s JFK to Los Angeles’ LAX on June 15th with a return on June 20th, and list the top three cheapest fares.
Only use http://expedia.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
488,https://www.facebook.com,CREATE,hard,"Log in and set up a new Facebook Page for a fictitious business called “Eco-Groceries” complete with a short business description.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
495,https://www.facebook.com,CREATE,easy,"Log in, go to the Videos section to see Reels, and save the first reel that will appear on the page.
Only use http://facebook.com/ to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
505,https://www.fandom.com,READ,hard,"Find an image posted to the Stranger Things Wiki forum and identify the dimensions of the largest downloadable option
Only use http://fandom.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
508,https://www.fda.gov,READ,easy,"Locate the section dedicated to FDA-regulated foods and extract the risk factors listed in the Food Safety sub‐section.
Only use http://fda.gov to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
517,https://www.firstcry.com,READ,easy,"Search for baby strollers on FirstCry and list the prices, key features, and customer ratings of the top 3 models displayed.
Only use http://firstcry.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
519,https://www.firstcry.com,READ,easy,"Browse the maternity care products section and extract details (price, customer rating, and availability) for the ""Maternity Support Belt.""
Only use http://firstcry.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
521,https://www.firstcry.com,READ,easy,"Check the ""FirstCry Prime"" membership page and note down the benefits offered, including free shipping and early sale access details.
Only use http://firstcry.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
537,https://flickr.com,READ,easy,"Search Flickr for photos tagged ""sunset"" and list the titles and usernames of the first 5 results.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
538,https://flickr.com,READ,easy,"Open the details of a selected photo and extract its metadata details (title, description, and tags) as displayed on its page.
Only use http://flickr.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
543,https://www.flipkart.com,READ,hard,"In the ""Laptops"" section, apply the filter for ""Dell"" and extract the average discount percentage on the first 3 Dell laptops displayed.
Only use http://flipkart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
545,https://www.flipkart.com/,READ,hard,"Navigate to the ""Mobiles"" category, search for ""iPhone"", and list the product names, prices, and discount details of the top 5 search results.
Only use http://flipkart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
553,https://food52.com,READ,easy,"Browse the “A Few of Our Faves” section and list three recipes featured this week, including their titles.
Only use http://food52.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
554,https://food52.com,READ,easy,"Use the Food52 search function to find a recipe that includes both lemon and thyme in the ingredients, then list the step-by-step cooking instructions of the first matching result.
Only use http://food52.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
564,https://www.ford.com,CREATE,hard,"Establish a new saved configuration for a Ford Mustang Mach-E with added options such as an extended battery and panoramic sunroof, then note the generated build reference number.
Only use http://ford.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
565,https://www.ford.com,CREATE,hard,"Utilize the financing calculator tool to simulate a Ford Credit financing option for a Ford Fusion, and output the estimated monthly payment along with the term details.
Only use http://ford.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
567,https://www.ford.com,DELETE,hard,"Login, create a new saved vehicle configuration, then access your saved vehicle configurations and delete it, and confirm that it is no longer present in your saved builds list.
Only use http://ford.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
574,https://fortune.com,READ,easy,"Navigate to the Fortune homepage and list the titles of the top 5 featured business articles.
Only use http://fortune.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
577,https://www.foxnews.com,READ,hard,"Use the website’s search function to find an article related to the ""US Economy"" and extract the main points from the introduction.
Only use http://foxnews.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
578,https://www.foxnews.com,READ,easy,"Retrieve an archived article on ""immigration policy"" from the site’s archive; summarize its publication date and primary focus.
Only use http://foxnews.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
582,https://www.foxsports.com,READ,easy,"Browse the video highlights section and list the titles of the five most recent NBA highlight videos.
Only use http://foxsports.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
591,https://www.freepik.com,READ,easy,"Navigate to the Reimagine tool page and note the supported input file formats along with any usage requirements mentioned.
Only use http://freepik.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
604,https://gamerant.com,READ,easy,"Use the search function to find articles about ""Cyberpunk 2077"" and provide the headlines of the first five results.
Only use http://gamerant.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
608,https://gamerant.com,READ,easy,"Search for latest PS5 review on Game Rant and extract the publication date along with a brief summary of the main criticisms.
Only use http://gamerant.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
609,https://gamerant.com,UPDATE,hard,"Log in to your account, post a comment on ""Monster Hunter Wilds Review."" Then navigate to your comment and update it with additional details.
Only use http://gamerant.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
612,https://gamerant.com,UPDATE,easy,"Change your display name in your account settings to include a gaming tag ""rockstar36458"" and confirm that the update is applied.
Only use http://gamerant.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
615,https://www.gamespot.com,READ,easy,"Select the review article for ""The Legend of Zelda: Tears of the Kingdom"" and extract the review score along with three key highlights mentioned in the review.
Only use http://gamespot.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
622,https://www.gamesradar.com,READ,easy,"Use the website’s search function to look for articles on ""comics"" and list the titles of the first three results.
Only use http://gamesradar.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
652,https://github.com,CREATE,easy,"Fork the repository ""microsoft/vscode"" to your GitHub account and verify that the fork appears in your profile repository list.
Only use http://github.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
660,https://github.com,DELETE,easy,"Log in, create a repository called ""OldProject"" on your Github account then delete the repository named ""OldProject"" from your GitHub account and verify its no longer there. 
Only use http://github.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
661,https://github.com,DELETE,hard,"Log in, create a repository called ""sample-repo"" with a new branch ""old-feature"" then delete the ""old-feature"" branch using GitHub’s branch management options.
Only use http://github.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
672,https://github.com,UPDATE,hard,"Create a repository named ""sample-repo-2"" then change the branch protection rules for the ""main"" branch in your repository to require at least one approving review before merging any changes.
Only use http://github.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
680,https://www.glassdoor.com/index.htm,CREATE,easy,"Post a new discussion in a Glassdoor community Bowl about work-life balance at tech startups, providing your insights and suggestions.
Only use http://glassdoor.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
687,https://www.glassdoor.com/index.htm,DELETE,hard,"Log in to your Glassdoor account, post a new comment in a community discussion about job search tips, then delete your comment and verify that it is no longer displayed.
Only use http://glassdoor.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
695,https://www.goal.com/en-us,READ,easy,"Find the match analysis of the last Champions League game and write down the main tactical observation discussed in the article.
Only use http://goal.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
703,https://www.goodhousekeeping.com,DELETE,hard,"Log in to your GoodHousekeeping.com account, add one recipe to ""Weekend Cooking"" list, and then remove one recipe from your ""Weekend Cooking"" list, and verify that it no longer appears in your saved items.
Only use http://goodhousekeeping.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
710,https://www.goodhousekeeping.com,READ,easy,"In the Beauty category, filter for articles discussing skincare routines and list the publication dates of the first three posts.
Only use http://goodhousekeeping.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
715,https://www.goodreads.com,READ,easy,"Search for the book ""To Kill a Mockingbird"" on Goodreads, view its ratings, and list the top 3 user reviews.
Only use http://goodreads.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
746,https://www.grubhub.com,READ,easy,"Navigate to Catering, and summarize 5 of the FAQs, as well as the associated answers. 
Only use http://grubhub.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
751,https://www.harpersbazaar.com,READ,easy,"Search for the article on ""Spring Fashion Trends"" and extract the names of the five luxury brands mentioned in it.
Only use http://harpersbazaar.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
756,https://www.healthline.com,READ,easy,"Use the search tool to look for “diabetes management” and output the titles of the first five articles displayed.
Only use http://healthline.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
758,https://www.healthline.com,READ,easy,"Navigate to Healthline’s homepage and list the titles of the top five featured health articles.
Only use http://healthline.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
765,https://www2.hm.com/en_us/index.html,READ,easy,"View the ""Sale"" section and record the discount percentage displayed on the first product.
Only use http://hm.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
771,https://www.homedepot.com,CREATE,easy,"Log in to your Home Depot account and create a new project list titled “Spring Garden,” then add the product “Husky Outdoor Planter Box” to the list.
Only use http://homedepot.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
775,https://www.homedepot.com,CREATE,easy,"Submit a “Contact Us” inquiry regarding delivery options for a “Samsung Family Hub Refrigerator,” including your contact details and a brief question.
Only use http://homedepot.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
782,https://www.homedepot.com,READ,easy,"Search for “porch lumber” on Home Depot and extract the pricing details for the 2x4 pressure-treated lumber available for delivery.
Only use http://homedepot.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
793,https://www.hotels.com,READ,hard,"Filter search results for properties in Paris available next month that offer spa amenities and bars, and list the amenities of the first three hotels.
Only use http://hotels.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
799,https://www.housebeautiful.com,CREATE,easy,"Sign up for notifications on new articles by entering your email and opting in for alerts on interior design trends.
Only use http://housebeautiful.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
804,https://www.housebeautiful.com,READ,easy,"Navigate to the homepage and list the titles of the top 3 featured articles on modern interior design.
Only use http://housebeautiful.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
819,https://www.ign.com,READ,easy,"Navigate to the Guides section, Locate IGN’s GTA V guide, read the cheat codes section, and provide a summary of at least three cheat codes mentioned.
Only use http://ign.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
827,https://www.ikea.com,CREATE,easy,"Log in and post a review for the ""BILLY bookcase"" emphasizing its ease of assembly, then share your review on the product page.
Only use http://ikea.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
839,https://www.ikea.com,UPDATE,easy,"Access your profile, navigate to your saved addresses, and update your default delivery address to include specific instructions for building access.
Only use http://ikea.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
850,http://indeed.com,READ,easy,"Check if a ""Delivery Driver"" job in Orlando provides 401k and paid time off. If it does, add it to my save list.
Only use http://indeed.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
854,https://www.independent.co.uk/us,READ,easy,"Navigate to the ""World"" news section on Independent.co.uk and list the headlines of the top 3 articles.
Only use http://independent.co.uk to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
856,https://www.india.com,READ,easy,"Locate the article covering the latest economic policy announcement in the Business section and note its publication date and headline.
Only use http://india.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
860,https://www.indiamart.com,READ,easy,"Look up ""LED lighting systems"" and note any indicators of supplier verification and lead response times that appear on the product pages.
Only use http://indiamart.com to achieve the task. Don't go to any other site. The task is achievable with just navigation from this site."
